berkeley_db-CVE-2017-3604, tool 2, berkeley_db    , CVE-2017-3604  , NOT_SET        , PROTECTED_AT_PERIMETER, "Thursday - 1"
firefox-CVE-2023-29541, tool 2, firefox        , CVE-2023-29541 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29542, tool 2, firefox        , CVE-2023-29542 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29543, tool 2, firefox        , CVE-2023-29543 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29544, tool 2, firefox        , CVE-2023-29544 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29545, tool 2, firefox        , CVE-2023-29545 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29546, tool 2, firefox        , CVE-2023-29546 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29547, tool 2, firefox        , CVE-2023-29547 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29548, tool 2, firefox        , CVE-2023-29548 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29549, tool 2, firefox        , CVE-2023-29549 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29550, tool 2, firefox        , CVE-2023-29550 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-29551, tool 2, firefox        , CVE-2023-29551 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32205, tool 2, firefox        , CVE-2023-32205 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32206, tool 2, firefox        , CVE-2023-32206 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32207, tool 2, firefox        , CVE-2023-32207 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32208, tool 2, firefox        , CVE-2023-32208 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32209, tool 2, firefox        , CVE-2023-32209 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32210, tool 2, firefox        , CVE-2023-32210 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32211, tool 2, firefox        , CVE-2023-32211 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32212, tool 2, firefox        , CVE-2023-32212 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32213, tool 2, firefox        , CVE-2023-32213 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32214, tool 2, firefox        , CVE-2023-32214 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32215, tool 2, firefox        , CVE-2023-32215 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-32216, tool 2, firefox        , CVE-2023-32216 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-34414, tool 2, firefox        , CVE-2023-34414 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-34415, tool 2, firefox        , CVE-2023-34415 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-34416, tool 2, firefox        , CVE-2023-34416 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-34417, tool 2, firefox        , CVE-2023-34417 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-3482, tool 2, firefox        , CVE-2023-3482  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-3600, tool 2, firefox        , CVE-2023-3600  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37201, tool 2, firefox        , CVE-2023-37201 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37202, tool 2, firefox        , CVE-2023-37202 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37203, tool 2, firefox        , CVE-2023-37203 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37204, tool 2, firefox        , CVE-2023-37204 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37205, tool 2, firefox        , CVE-2023-37205 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37206, tool 2, firefox        , CVE-2023-37206 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37207, tool 2, firefox        , CVE-2023-37207 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37208, tool 2, firefox        , CVE-2023-37208 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37209, tool 2, firefox        , CVE-2023-37209 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37210, tool 2, firefox        , CVE-2023-37210 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37211, tool 2, firefox        , CVE-2023-37211 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37212, tool 2, firefox        , CVE-2023-37212 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37455, tool 2, firefox        , CVE-2023-37455 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-37456, tool 2, firefox        , CVE-2023-37456 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4045, tool 2, firefox        , CVE-2023-4045  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4046, tool 2, firefox        , CVE-2023-4046  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4047, tool 2, firefox        , CVE-2023-4047  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4048, tool 2, firefox        , CVE-2023-4048  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4049, tool 2, firefox        , CVE-2023-4049  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4050, tool 2, firefox        , CVE-2023-4050  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4051, tool 2, firefox        , CVE-2023-4051  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4052, tool 2, firefox        , CVE-2023-4052  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4053, tool 2, firefox        , CVE-2023-4053  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4054, tool 2, firefox        , CVE-2023-4054  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4055, tool 2, firefox        , CVE-2023-4055  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4056, tool 2, firefox        , CVE-2023-4056  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4057, tool 2, firefox        , CVE-2023-4057  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4058, tool 2, firefox        , CVE-2023-4058  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4573, tool 2, firefox        , CVE-2023-4573  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4574, tool 2, firefox        , CVE-2023-4574  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4575, tool 2, firefox        , CVE-2023-4575  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4576, tool 2, firefox        , CVE-2023-4576  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4577, tool 2, firefox        , CVE-2023-4577  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4578, tool 2, firefox        , CVE-2023-4578  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4579, tool 2, firefox        , CVE-2023-4579  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4580, tool 2, firefox        , CVE-2023-4580  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4581, tool 2, firefox        , CVE-2023-4581  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4582, tool 2, firefox        , CVE-2023-4582  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4583, tool 2, firefox        , CVE-2023-4583  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4584, tool 2, firefox        , CVE-2023-4584  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4585, tool 2, firefox        , CVE-2023-4585  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-4863, tool 2, firefox        , CVE-2023-4863  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-49060, tool 2, firefox        , CVE-2023-49060 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-49061, tool 2, firefox        , CVE-2023-49061 , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5168, tool 2, firefox        , CVE-2023-5168  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5169, tool 2, firefox        , CVE-2023-5169  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5170, tool 2, firefox        , CVE-2023-5170  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5171, tool 2, firefox        , CVE-2023-5171  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5172, tool 2, firefox        , CVE-2023-5172  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5173, tool 2, firefox        , CVE-2023-5173  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5174, tool 2, firefox        , CVE-2023-5174  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5175, tool 2, firefox        , CVE-2023-5175  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5176, tool 2, firefox        , CVE-2023-5176  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5217, tool 2, firefox        , CVE-2023-5217  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5721, tool 2, firefox        , CVE-2023-5721  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5722, tool 2, firefox        , CVE-2023-5722  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5723, tool 2, firefox        , CVE-2023-5723  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5724, tool 2, firefox        , CVE-2023-5724  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5725, tool 2, firefox        , CVE-2023-5725  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5726, tool 2, firefox        , CVE-2023-5726  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5727, tool 2, firefox        , CVE-2023-5727  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5728, tool 2, firefox        , CVE-2023-5728  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5729, tool 2, firefox        , CVE-2023-5729  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5730, tool 2, firefox        , CVE-2023-5730  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5731, tool 2, firefox        , CVE-2023-5731  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5732, tool 2, firefox        , CVE-2023-5732  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-5758, tool 2, firefox        , CVE-2023-5758  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6135, tool 2, firefox        , CVE-2023-6135  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6204, tool 2, firefox        , CVE-2023-6204  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6205, tool 2, firefox        , CVE-2023-6205  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6206, tool 2, firefox        , CVE-2023-6206  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6207, tool 2, firefox        , CVE-2023-6207  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6208, tool 2, firefox        , CVE-2023-6208  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6209, tool 2, firefox        , CVE-2023-6209  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6210, tool 2, firefox        , CVE-2023-6210  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6211, tool 2, firefox        , CVE-2023-6211  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6212, tool 2, firefox        , CVE-2023-6212  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6213, tool 2, firefox        , CVE-2023-6213  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6856, tool 2, firefox        , CVE-2023-6856  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6857, tool 2, firefox        , CVE-2023-6857  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6858, tool 2, firefox        , CVE-2023-6858  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6859, tool 2, firefox        , CVE-2023-6859  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6860, tool 2, firefox        , CVE-2023-6860  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6861, tool 2, firefox        , CVE-2023-6861  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6863, tool 2, firefox        , CVE-2023-6863  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6864, tool 2, firefox        , CVE-2023-6864  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6865, tool 2, firefox        , CVE-2023-6865  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6866, tool 2, firefox        , CVE-2023-6866  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6867, tool 2, firefox        , CVE-2023-6867  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6868, tool 2, firefox        , CVE-2023-6868  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6869, tool 2, firefox        , CVE-2023-6869  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6870, tool 2, firefox        , CVE-2023-6870  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6871, tool 2, firefox        , CVE-2023-6871  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6872, tool 2, firefox        , CVE-2023-6872  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2023-6873, tool 2, firefox        , CVE-2023-6873  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0741, tool 2, firefox        , CVE-2024-0741  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0742, tool 2, firefox        , CVE-2024-0742  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0743, tool 2, firefox        , CVE-2024-0743  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0744, tool 2, firefox        , CVE-2024-0744  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0745, tool 2, firefox        , CVE-2024-0745  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0746, tool 2, firefox        , CVE-2024-0746  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0747, tool 2, firefox        , CVE-2024-0747  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0748, tool 2, firefox        , CVE-2024-0748  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0749, tool 2, firefox        , CVE-2024-0749  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0750, tool 2, firefox        , CVE-2024-0750  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0751, tool 2, firefox        , CVE-2024-0751  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0752, tool 2, firefox        , CVE-2024-0752  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0753, tool 2, firefox        , CVE-2024-0753  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0754, tool 2, firefox        , CVE-2024-0754  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
firefox-CVE-2024-0755, tool 2, firefox        , CVE-2024-0755  , NOT_AFFECTED   , NOT_SET        , "Details should be here"
